"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=%20Anura"
"Access Time","Fri 2017-02-03 06:26:14 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name"," Anura"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0678"
"Records Found","1413"
"Records Returned","1413"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1108366","occ","","","19960","Bufo indet.","genus","37465","","Bufo","genus","37465","Blancan","","4.9","1.8","45331"
"1108367","occ","","","19960","Rana pipiens","species","53090","","Rana pipiens","species","53090","Blancan","","4.9","1.8","45331"
"1108368","occ","","","19960","Rana indet.","genus","37481","","Rana","genus","37481","Blancan","","4.9","1.8","45331"
"1110882","occ","","","93139","Scaphiopus bombifrons","species","99665","recombined as","Spea bombifrons","species","99665","Late Pleistocene","","0.126","0.0117","45600"
"1110883","occ","","","93139","Scaphiopus hammondi","species","99690","recombined as","Spea hammondii","species","99690","Late Pleistocene","","0.126","0.0117","45600"
"1110884","occ","","","93139","Scaphiopus indet.","genus","37454","","Scaphiopus","genus","37454","Late Pleistocene","","0.126","0.0117","45600"
"1110885","occ","","","93139","Bufo punctatus","species","37465","species not entered","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","45600"
"1110886","occ","","","93139","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","45600"
"1110887","occ","","","93139","Bufo indet.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","45600"
"1110888","occ","","","93139","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","45600"
"1110903","occ","","","140702","Scaphiopus bombifrons","species","99665","recombined as","Spea bombifrons","species","99665","Late Pleistocene","","0.126","0.0117","45600"
"1110904","occ","","","140702","Scaphiopus indet.","genus","37454","","Scaphiopus","genus","37454","Late Pleistocene","","0.126","0.0117","45600"
"1110905","occ","","","140702","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","45600"
"1110906","occ","","","140702","Pseudacris triseriata","species","110938","","Pseudacris triseriata","species","110937","Late Pleistocene","","0.126","0.0117","45600"
"1110913","occ","","","140704","Bufo punctatus","species","37465","species not entered","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","45600"
"1110914","occ","","","140704","Bufo indet.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","45600"
"1111097","occ","","","18031","Scaphiopus sp.","genus","37454","","Scaphiopus","genus","37454","Barstovian","","15.97","13.6","45618"
"1111098","occ","","","18031","Hyla sp.","genus","37471","","Hyla","genus","37471","Barstovian","","15.97","13.6","45618"
"1111099","occ","","","18031","Bufo sp.","genus","37465","","Bufo","genus","37465","Barstovian","","15.97","13.6","45618"
"1111264","occ","","","20638","Microhyla carolinensis","species","110832","recombined as","Gastrophryne carolinensis","species","110831","Late Pleistocene","","0.126","0.0117","45624"
"1111265","occ","","","20638","Scaphiopus holbrooki","species","110840","recombined as","Scaphiopus (Scaphiopus) holbrooki","species","99683","Late Pleistocene","","0.126","0.0117","45624"
"1111266","occ","","","20638","Rana (cf. Rana) pipiens","species","53090","obsolete variant of","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","45624"
"1111322","occ","","","71264","Rhinophrynus dorsalis","species","108650","","Rhinophrynus dorsalis","species","108650","Late Pleistocene","","0.126","0.0117","45631"
"1111323","occ","","","71264","Syrrhophus (cf. Syrrhophus) campi","species","111090","species not entered","Syrrhophus","genus","111090","Late Pleistocene","","0.126","0.0117","45631"
"1111324","occ","","","71264","Leptodactylus (cf. Leptodactylus) labialis","species","37462","species not entered","Leptodactylus","genus","37462","Late Pleistocene","","0.126","0.0117","45631"
"1111325","occ","","","71264","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","45631"
"1111341","occ","","","20389","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Irvingtonian","","1.8","0.3","45639"
"1111342","occ","","","20389","Rana catesbeiana","species","110841","","Rana catesbeiana","species","110841","Irvingtonian","","1.8","0.3","45639"
"1111343","occ","","","20389","Rana pipiens","species","53090","","Rana pipiens","species","53090","Irvingtonian","","1.8","0.3","45639"
"1111492","occ","","","20516","Scaphiopus bombifrons","species","99665","recombined as","Spea bombifrons","species","99665","Irvingtonian","","1.8","0.3","45663"
"1111493","occ","","","20516","Bufo cognatus","species","37465","species not entered","Bufo","genus","37465","Irvingtonian","","1.8","0.3","45663"
"1111494","occ","","","20516","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Irvingtonian","","1.8","0.3","45663"
"1111495","occ","","","20516","Bufo sp.","genus","37465","","Bufo","genus","37465","Irvingtonian","","1.8","0.3","45663"
"1111496","occ","","","20516","Rana pipiens","species","53090","","Rana pipiens","species","53090","Irvingtonian","","1.8","0.3","45663"
"1111509","occ","","","20332","Scaphiopus bombifrons","species","99665","recombined as","Spea bombifrons","species","99665","Irvingtonian","","1.8","0.3","45663"
"1111510","occ","","","20332","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Irvingtonian","","1.8","0.3","45663"
"1111511","occ","","","20332","Rana pipiens","species","53090","","Rana pipiens","species","53090","Irvingtonian","","1.8","0.3","45663"
"1111518","occ","","","20516","Pseudacris triseriata","species","110938","","Pseudacris triseriata","species","110937","Irvingtonian","","1.8","0.3","45663"
"1111520","occ","","","20530","Bufo (cf. Bufo) cognatus","species","37465","species not entered","Bufo","genus","37465","Irvingtonian","","1.8","0.3","45664"
"1111521","occ","","","20530","Bufo (cf. Bufo) woodhousei","species","110871","obsolete variant of","Bufo woodhousei","species","110871","Irvingtonian","","1.8","0.3","45664"
"1111522","occ","","","20530","Acris crepitans","species","104844","","Acris crepitans","species","104844","Irvingtonian","","1.8","0.3","45664"
"1111523","occ","","","20530","Pseudacris clarki","species","104845","","Pseudacris clarki","species","104845","Irvingtonian","","1.8","0.3","45664"
"1111524","occ","","","20530","Rana pipiens","species","53090","","Rana pipiens","species","53090","Irvingtonian","","1.8","0.3","45664"
"1112263","occ","","","20390","Acris crepitans","species","104844","","Acris crepitans","species","104844","Irvingtonian","","1.8","0.3","45738"
"1112264","occ","","","20390","Hyla versicolor","species","110939","","Hyla versicolor","species","110939","Irvingtonian","","1.8","0.3","45738"
"1112265","occ","","","20390","Rana catesbeiana","species","110841","","Rana catesbeiana","species","110841","Irvingtonian","","1.8","0.3","45738"
"1112266","occ","","","20390","Rana pipiens","species","53090","","Rana pipiens","species","53090","Irvingtonian","","1.8","0.3","45738"
"1112677","occ","","","20337","Bufo sp.","genus","37465","","Bufo","genus","37465","Irvingtonian","","1.8","0.3","45800"
"1112701","occ","","","20650","Scaphiopus holbrooki","species","110840","recombined as","Scaphiopus (Scaphiopus) holbrooki","species","99683","Late Pleistocene","","0.126","0.0117","45803"
"1112702","occ","","","20650","Hyla femoralis","species","37471","species not entered","Hyla","genus","37471","Late Pleistocene","","0.126","0.0117","45803"
"1112703","occ","","","20650","Hyla sp.","genus","37471","","Hyla","genus","37471","Late Pleistocene","","0.126","0.0117","45803"
"1112704","occ","","","20650","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","45803"
"1112705","occ","","","20650","Microhyla carolinensis","species","110832","recombined as","Gastrophryne carolinensis","species","110831","Late Pleistocene","","0.126","0.0117","45803"
"1112732","occ","","","20318","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Irvingtonian","","1.8","0.3","45804"
"1112733","occ","","","20318","Acris (cf. Acris) crepitans","species","104844","obsolete variant of","Acris crepitans","species","104844","Irvingtonian","","1.8","0.3","45804"
"1112734","occ","","","20318","Rana pipiens","species","53090","","Rana pipiens","species","53090","Irvingtonian","","1.8","0.3","45804"
"1116162","occ","","","141507","Anura indet.","order","150288","","Anura","order","97112","Early Albian","","112.03","109","45999"
"1130518","occ","","","78300","cf. Eleutherodactylus sp.","genus","37459","","Eleutherodactylus","genus","37459","Pleistocene","","2.588","0.0117","46534"
"1130519","occ","","","78300","Anura indet.","order","210843","","Anura","order","97112","Pleistocene","","2.588","0.0117","46534"
"1135090","occ","","","99602","Rana pipiens","species","53090","","Rana pipiens","species","53090","Late Pleistocene","","0.126","0.0117","46768"
"1135621","occ","","","144649","Eleutherodactylus cf. planirostris","species","37459","species not entered","Eleutherodactylus","genus","37459","Pleistocene","","2.588","0.0117","46811"
"1135899","occ","","","144728","Anura indet.","order","150288","","Anura","order","97112","Maastrichtian","","72.1","66","46839"
"1139824","occ","","","84364","Discoglossus sp.","genus","37427","","Discoglossus","genus","37427","MP 30","","28.4","23.03","46985"
"1139825","occ","","","84364","Palaeobatrachus informal sp. 1","species","37447","species not entered","Palaeobatrachus","genus","37447","MP 30","","28.4","23.03","46985"
"1139826","occ","","","84364","Palaeobatrachus informal sp. 2","species","37447","species not entered","Palaeobatrachus","genus","37447","MP 30","","28.4","23.03","46985"
"1139827","occ","","","84364","Palaeobatrachus informal sp. 3","species","37447","species not entered","Palaeobatrachus","genus","37447","MP 30","","28.4","23.03","46985"
"1139828","occ","","","84364","Rana sp.","genus","37481","","Rana","genus","37481","MP 30","","28.4","23.03","46985"
"1139829","occ","","","84364","Pelobates sp.","genus","37453","","Pelobates","genus","37453","MP 30","","28.4","23.03","46985"
"1139830","occ","","","84364","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","MP 30","","28.4","23.03","46985"
"1147400","occ","","","14655","Scotiophryne pustulosa","species","63611","","Scotiophryne pustulosa","species","63611","Lancian","","70.6","66","1535"
"1147401","occ","","","14655","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Lancian","","70.6","66","1535"
"1147402","occ","","","14655","Anura indet.","order","210843","","Anura","order","97112","Lancian","","70.6","66","1535"
"1149490","occ","","","146640","Anura indet.","order","210843","","Anura","order","97112","Aptian","","125","113","47408"
"1149501","occ","","","77058","Anura indet.","order","210843","","Anura","order","97112","Berriasian","","145","139.8","47413"
"1160855","occ","","","52888","Liaobatrachus beipiaoensis","species","274966","","Liaobatrachus beipiaoensis","species","156581","Late Barremian","Early Aptian","130","122.46","47770"
"1160857","occ","","","94819","n. gen. Dalianbatrachus n. sp. mengi","species","197695","subjective synonym of","Liaobatrachus beipiaoensis","species","156581","Late Barremian","Early Aptian","130","122.46","47770"
"1160859","occ","","","55683","Liaobatrachus macilentus","species","274967","","Liaobatrachus macilentus","species","197697","Late Barremian","Early Aptian","130","122.46","47770"
"1160862","occ","","","149240","Discoglossinae indet.","subfamily","197676","","Discoglossinae","subfamily","197676","Vallesian","","11.608","8.7","47772"
"1180252","occ","","","152062","Ceratophrys sp.","genus","37467","","Ceratophrys","genus","37467","Montehermosan","","6.8","4","48757"
"1180288","occ","","","152064","Ceratophrys sp.","genus","37467","","Ceratophrys","genus","37467","Montehermosan","","6.8","4","48757"
"1180406","occ","","","152081","Bufonidae indet.","family","37464","","Bufonidae","family","37464","Early Pliocene","","5.333","3.6","48790"
"1180408","occ","","","152081","Ceratophrys ameghinorum","species","37467","species not entered","Ceratophrys","genus","37467","Early Pliocene","","5.333","3.6","48790"
"1180409","occ","","","152081","Lepidobatrachus laevis","species","118077","species not entered","Lepidobatrachus","genus","118077","Early Pliocene","","5.333","3.6","48790"
"1180490","occ","","","152084","Ceratophrys ameghinorum","species","37467","species not entered","Ceratophrys","genus","37467","Early Pliocene","","5.333","3.6","48790"
"1180498","occ","","","152085","Bufonidae indet.","family","37464","","Bufonidae","family","37464","Early Pliocene","","5.333","3.6","48790"
"1180499","occ","","","152085","Ceratophrys ameghinorum","species","37467","species not entered","Ceratophrys","genus","37467","Early Pliocene","","5.333","3.6","48790"
"1180500","occ","","","152085","Lepidobatrachus laevis","species","118077","species not entered","Lepidobatrachus","genus","118077","Early Pliocene","","5.333","3.6","48790"
"1180561","occ","","","152088","Ceratophrys ameghinorum","species","37467","species not entered","Ceratophrys","genus","37467","Early Pliocene","","5.333","3.6","48790"
"1184113","occ","","","152684","Montsechobatrachus gaudryi","species","284624","","Montsechobatrachus gaudryi","species","284623","Early Barremian","","130","125.45","49222"
"1186192","occ","","","118362","Palaeobatrachus n. sp. gaudryi","species","284623","recombined as","Montsechobatrachus gaudryi","species","284623","Barremian","","129.4","125","49344"
"1186490","occ","","","151091","Anura indet.","order","150288","","Anura","order","97112","Middle Miocene","","15.97","11.608","48538"
"1186514","occ","","","152113","Bufo sp.","genus","37465","","Bufo","genus","37465","Holocene","","0.0117","0","48812"
"1186515","occ","","","152113","Rana sp.","genus","37481","","Rana","genus","37481","Holocene","","0.0117","0","48812"
"1189874","occ","","","115074","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Early Maastrichtian","","70.6","66","49557"
"1190472","occ","","","153666","Anura indet.","order","150288","","Anura","order","97112","Maastrichtian","","72.1","66","49733"
"1191062","occ","","","153884","Leiopelma n. sp. miocaenale","species","287443","","Leiopelma miocaenale","species","287443","Altonian","","19","15.9","49851"
"1192636","occ","","","73690","Leiopelma n. sp. acricarina","species","287444","","Leiopelma acricarina","species","287444","Altonian","","19","15.9","49851"
"1192637","occ","","","73690","Leiopelma ? miocaenale","species","287443","","Leiopelma miocaenale","species","287443","Altonian","","19","15.9","49851"
"1192638","occ","","","153884","Leiopelma indet.","genus","156588","","Leiopelma","genus","156588","Altonian","","19","15.9","49851"
"1192640","occ","","","153885","Leiopelma indet.","genus","156588","","Leiopelma","genus","156588","Altonian","","19","15.9","49851"
"1192695","occ","","","144918","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192696","occ","","","91203","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192697","occ","","","55268","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192698","occ","","","118200","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192699","occ","","","96692","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192700","occ","","","154139","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192701","occ","","","32366","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192702","occ","","","55269","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192703","occ","","","39266","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192704","occ","","","154140","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192705","occ","","","55270","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192706","occ","","","154141","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192707","occ","","","118202","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192708","occ","","","154142","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192709","occ","","","154143","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192710","occ","","","154144","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192711","occ","","","154145","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192712","occ","","","154146","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192713","occ","","","143192","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192714","occ","","","154148","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192715","occ","","","154149","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192716","occ","","","154150","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192717","occ","","","154151","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1192718","occ","","","154152","Beelzebufo ampinga","species","118075","","Beelzebufo ampinga","species","118075","Maastrichtian","","72.1","66","49974"
"1193447","occ","","","154237","Leptodactylus sp.","genus","37462","","Leptodactylus","genus","37462","Early Pliocene","","5.333","3.6","50082"
"1193454","occ","","","154240","Anchylorana moorei","species","288498","nomen vanum","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193455","occ","","","154240","Anchylorana dubita","species","288499","nomen vanum","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193456","occ","","","154240","Anchylorana robustocondyla","species","288500","nomen vanum","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193457","occ","","","154240","Rana bucella","species","288490","nomen dubium","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193458","occ","","","154240","Rana ephippium","species","288504","nomen dubium","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193459","occ","","","154240","Rana meadensis","species","288502","nomen dubium","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193460","occ","","","154240","Rana fayeae","species","288501","nomen dubium","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193461","occ","","","154240","Rana parvissima","species","288507","nomen vanum","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193462","occ","","","154240","Rana rexroadensis","species","288505","nomen dubium","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193463","occ","","","154240","Rana sp.","genus","37481","","Rana","genus","37481","Blancan","","4.9","1.8","50079"
"1193464","occ","","","154240","Scaphiopus diversus","species","99664","recombined as","Spea diversus","species","99664","Blancan","","4.9","1.8","50079"
"1193465","occ","","","154240","Neoscaphiopus noblei","species","99659","subjective synonym of","Spea diversus","species","99664","Blancan","","4.9","1.8","50079"
"1193468","occ","","","154240","Bufo sp.","genus","37465","","Bufo","genus","37465","Blancan","","4.9","1.8","50079"
"1195542","occ","","","18597","Scaphiopus cf. holbrooki","species","110840","recombined as","Scaphiopus (Scaphiopus) holbrooki","species","99683","Hemingfordian","","20.43","15.97","50267"
"1195544","occ","","","18597","Rana sp.","genus","37481","","Rana","genus","37481","Hemingfordian","","20.43","15.97","50267"
"1195545","occ","","","18597","Hyla n. sp. goini","species","291373","","Hyla goini","species","291373","Hemingfordian","","20.43","15.97","50267"
"1196079","occ","","","154722","Scaphiopus holbrooki","species","110840","recombined as","Scaphiopus (Scaphiopus) holbrooki","species","99683","Late Pleistocene","","0.126","0.0117","50316"
"1196080","occ","","","154722","cf. Eleutherodactylus sp.","genus","37459","","Eleutherodactylus","genus","37459","Late Pleistocene","","0.126","0.0117","50316"
"1196081","occ","","","154722","Bufo cf. terrestris","species","110843","","Bufo terrestris","species","110842","Late Pleistocene","","0.126","0.0117","50316"
"1196082","occ","","","154722","Hyla sp.","genus","37471","","Hyla","genus","37471","Late Pleistocene","","0.126","0.0117","50316"
"1196083","occ","","","154722","Rana sp.","genus","37481","","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","50316"
"1196377","occ","","","154725","Thaumastosaurus n. sp. wardi","species","289675","","Thaumastosaurus wardi","species","289675","Late Eocene","","37.2","33.9","50285"
"1196567","occ","","","39662","Thaumastosaurus wardi","species","289675","","Thaumastosaurus wardi","species","289675","Late Eocene","","37.2","33.9","50285"
"1197015","occ","","","154805","Scaphiopus holbrooki","species","110840","recombined as","Scaphiopus (Scaphiopus) holbrooki","species","99683","Late Pleistocene","","0.126","0.0117","50394"
"1197016","occ","","","154805","Bufo terrestris","species","110843","","Bufo terrestris","species","110842","Late Pleistocene","","0.126","0.0117","50394"
"1197017","occ","","","154805","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Late Pleistocene","","0.126","0.0117","50394"
"1197018","occ","","","154805","Rana catesbeiana","species","110841","","Rana catesbeiana","species","110841","Late Pleistocene","","0.126","0.0117","50394"
"1197019","occ","","","154805","Rana utricularia","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","50394"
"1197704","occ","","","20384","Scaphiopus holbrooki","species","110840","recombined as","Scaphiopus (Scaphiopus) holbrooki","species","99683","Blancan","","4.9","1.8","50424"
"1197705","occ","","","20384","Bufo n. sp. defensor","species","290010","","Bufo defensor","species","290010","Blancan","","4.9","1.8","50424"
"1197706","occ","","","20384","Hyla cinerea","species","104849","","Hyla cinerea","species","110849","Blancan","","4.9","1.8","50424"
"1197707","occ","","","20384","Gastrophryne carolinensis","species","53089","","Gastrophryne carolinensis","species","110831","Blancan","","4.9","1.8","50424"
"1197708","occ","","","20384","Rana capito","species","37481","species not entered","Rana","genus","37481","Blancan","","4.9","1.8","50424"
"1197709","occ","","","20384","Rana catesbeiana","species","110841","","Rana catesbeiana","species","110841","Blancan","","4.9","1.8","50424"
"1197910","occ","","","154922","Rana grylio","species","37481","species not entered","Rana","genus","37481","Late Pleistocene","","0.126","0.0117","50444"
"1200550","occ","","","18541","Bufo n. sp. tiheni","species","291375","","Bufo tiheni","species","291375","Clarendonian","Hemphillian","13.6","4.9","50694"
"1200551","occ","","","18541","Rana cf. pipiens","species","53090","","Rana pipiens","species","53090","Clarendonian","Hemphillian","13.6","4.9","50694"
"1200562","occ","","","155349","Hyla n. sp. barbudensis","species","291376","","Hyla barbudensis","species","291376","Late Pleistocene","Holocene","0.126","0","50696"
"1207931","occ","","","156738","Anura indet.","order","210843","","Anura","order","97112","Early Barstovian","early Late Barstovian","15.97","13.6","51388"
"1217137","occ","","","13142","Palaeobatrachus occidentalis","species","92265","","Palaeobatrachus occidentalis","species","92265","Maastrichtian","","72.1","66","52044"
"1238050","occ","","","163070","Rana temporaria","species","288767","","Rana temporaria","species","288767","Late Pleistocene","","0.126","0.0117","53071"
"1241390","occ","","","16296","Anura indet.","order","210843","","Anura","order","97112","Bridgerian","","50.3","46.2","53349"
"1243562","occ","","","163851","Ranidae indet.","family","37478","","Ranidae","family","37478","Miocene","","23.03","5.333","53489"
"1243568","occ","","","163852","Ranidae indet.","family","37478","","Ranidae","family","37478","Miocene","","23.03","5.333","53489"
"1246298","occ","","","164377","Anura indet.","order","150288","","Anura","order","97112","Early Tithonian","","150.8","145","53638"
"1246463","occ","","","164392","Bufonidae indet.","family","37464","","Bufonidae","family","37464","Middle Miocene","","15.97","11.608","53648"
"1246465","occ","","","164392","Ranidae indet.","family","37478","","Ranidae","family","37478","Middle Miocene","","15.97","11.608","53648"
"1260504","occ","","","167497","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260505","occ","","","167497","Palaeobatrachus sp.","genus","37447","","Palaeobatrachus","genus","37447","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260506","occ","","","167497","Pelobates sp.","genus","37453","","Pelobates","genus","37453","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260507","occ","","","167497","Hyla sp.","genus","37471","","Hyla","genus","37471","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260508","occ","","","167497","Rana esculenta","species","37481","species not entered","Rana","genus","37481","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260680","occ","","","167509","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260681","occ","","","167509","Palaeobatrachus sp.","genus","37447","","Palaeobatrachus","genus","37447","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260682","occ","","","167509","Pelobates sp.","genus","37453","","Pelobates","genus","37453","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260683","occ","","","167509","Hyla sp.","genus","37471","","Hyla","genus","37471","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260684","occ","","","167509","Rana esculenta","species","37481","species not entered","Rana","genus","37481","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260715","occ","","","167512","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260716","occ","","","167512","Palaeobatrachus sp.","genus","37447","","Palaeobatrachus","genus","37447","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260717","occ","","","167512","Pelobates sp.","genus","37453","","Pelobates","genus","37453","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260718","occ","","","167512","Hyla sp.","genus","37471","","Hyla","genus","37471","MN 6","MN 7 + 8","13.65","11.1","54667"
"1260719","occ","","","167512","Rana esculenta","species","37481","species not entered","Rana","genus","37481","MN 6","MN 7 + 8","13.65","11.1","54667"
"1261012","occ","","","167537","Alytidae indet.","family","274971","","Alytidae","family","274971","MP 22","","33.9","28.4","54669"
"1261013","occ","","","167537","Pelobatidae indet.","family","37449","","Pelobatidae","family","37449","MP 22","","33.9","28.4","54669"
"1263076","occ","","","167736","Bufo bufo","species","37465","species not entered","Bufo","genus","37465","MN 16","","3.2","2.588","54784"
"1263310","occ","","","34929","Bufo sp.","genus","37465","","Bufo","genus","37465","Villanyian","","3.2","2.588","54784"
"1263316","occ","","","34929","cf. Rana sp.","genus","37481","","Rana","genus","37481","Villanyian","","3.2","2.588","54784"
"1265186","occ","","","75481","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 9","","11.1","9.7","55045"
"1265187","occ","","","75481","Bombina sp.","genus","113813","","Bombina","genus","113813","MN 9","","11.1","9.7","55045"
"1265190","occ","","","75481","Palaeobatrachus sp.","genus","37447","","Palaeobatrachus","genus","37447","MN 9","","11.1","9.7","55045"
"1265192","occ","","","75481","Pelobatidae indet.","family","37449","","Pelobatidae","family","37449","MN 9","","11.1","9.7","55045"
"1265193","occ","","","75481","Pelodytes sp.","genus","58730","","Pelodytes","genus","58730","MN 9","","11.1","9.7","55045"
"1265194","occ","","","75481","Hyla sp.","genus","37471","","Hyla","genus","37471","MN 9","","11.1","9.7","55045"
"1265195","occ","","","75481","Rana sp.","genus","37481","","Rana","genus","37481","MN 9","","11.1","9.7","55045"
"1266134","occ","","","168132","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 7 + 8","","12.75","11.1","55074"
"1266135","occ","","","168164","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 7 + 8","","12.75","11.1","55074"
"1266141","occ","","","168177","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 9","","11.1","9.7","55074"
"1266145","occ","","","168187","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 9","","11.1","9.7","55074"
"1266146","occ","","","168189","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 9","","11.1","9.7","55074"
"1266147","occ","","","168190","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 9","","11.1","9.7","55074"
"1266148","occ","","","168191","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","MN 9","","11.1","9.7","55074"
"1266149","occ","","","168132","Palaeobatrachus cf. hiri","species","37447","species not entered","Palaeobatrachus","genus","37447","MN 7 + 8","","12.75","11.1","55074"
