"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=%20Anura"
"Access Time","Fri 2017-02-03 06:26:14 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name"," Anura"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0678"
"Records Found","1413"
"Records Returned","1413"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"985886","occ","","","58168","cf. Kizylkuma sp.","genus","202236","","Kizylkuma","genus","202236","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985887","occ","","","118246","cf. Kizylkuma sp.","genus","202236","","Kizylkuma","genus","202236","Coniacian","","89.8","86.3","18862"
"985888","occ","","","46959","n. gen. Aralobatrachus n. sp. robustus","species","202831","","Aralobatrachus robustus","species","202831","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985889","occ","","","58168","Aralobatrachus robustus","species","202831","","Aralobatrachus robustus","species","202831","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985890","occ","","","58174","Aralobatrachus robustus","species","202831","","Aralobatrachus robustus","species","202831","Coniacian","","89.8","86.3","18862"
"985891","occ","","","118246","Aralobatrachus robustus","species","202831","","Aralobatrachus robustus","species","202831","Coniacian","","89.8","86.3","18862"
"985892","occ","","","64684","cf. Aralobatrachus sp.","genus","202830","","Aralobatrachus","genus","202830","Early Cenomanian","","99.6","93.5","18862"
"985893","occ","","","58174","cf. Aralobatrachus sp.","genus","202830","","Aralobatrachus","genus","202830","Coniacian","","89.8","86.3","18862"
"985894","occ","","","118246","cf. Aralobatrachus sp.","genus","202830","","Aralobatrachus","genus","202830","Coniacian","","89.8","86.3","18862"
"985895","occ","","","58168","n. gen. Saevesoederberghia n. sp. egredia","species","202833","","Saevesoederberghia egredia","species","202833","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985907","occ","","","118246","Saevesoederberghia egredia","species","202833","","Saevesoederberghia egredia","species","202833","Coniacian","","89.8","86.3","18862"
"985908","occ","","","58168","Procerobatrachus paulus","species","202835","","Procerobatrachus paulus","species","202835","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985909","occ","","","118246","n. gen. Estesina n. sp. elegans","species","202837","","Estesina elegans","species","202837","Coniacian","","89.8","86.3","18862"
"985910","occ","","","58168","Estesina elegans","species","202837","","Estesina elegans","species","202837","Middle Turonian","Late Turonian","93.5","89.3","18862"
"985911","occ","","","118246","Discoglossidae indet.","family","37426","","Discoglossidae","family","37426","Coniacian","","89.8","86.3","18862"
"1008995","occ","","","65344","Gobiates sp.","genus","37429","","Gobiates","genus","37429","Campanian","","83.6","72.1","39332"
"1010383","occ","","","48722","n. gen. Bakonybatrachus n. sp. fedori","species","214884","","Bakonybatrachus fedori","species","214884","Santonian","","86.3","83.6","39482"
"1015136","occ","","","124089","Hylidae indet.","family","37469","","Hylidae","family","37469","Late Pleistocene","","0.126","0.0117","39880"
"1020752","occ","","","124950","Bufo sp.","genus","37465","","Bufo","genus","37465","Late Pleistocene","","0.126","0.0117","40496"
"1028363","occ","","","125951","Bufo sp.","genus","37465","","Bufo","genus","37465","Pleistocene","","2.588","0.0117","40897"
"1028364","occ","","","125951","Rana sylvatica","species","37481","species not entered","Rana","genus","37481","Pleistocene","","2.588","0.0117","40897"
"1033613","occ","","","124319","Bufo americanus","species","133747","","Bufo americanus","species","133747","Pleistocene","","2.588","0.0117","41082"
"1033614","occ","","","124319","Rana sylvatica","species","37481","species not entered","Rana","genus","37481","Pleistocene","","2.588","0.0117","41082"
"1033615","occ","","","124319","Rana cf. pipiens","species","53090","","Rana pipiens","species","53090","Pleistocene","","2.588","0.0117","41082"
"1033638","occ","","","123875","Bufo americanus","species","133747","","Bufo americanus","species","133747","Pleistocene","","2.588","0.0117","41083"
"1033639","occ","","","123875","Bufo woodhousii","species","133748","misspelling of, obsolete variant of","Bufo woodhousei","species","110871","Pleistocene","","2.588","0.0117","41083"
"1033640","occ","","","123875","Hyla chrysoscelis","species","37471","species not entered","Hyla","genus","37471","Pleistocene","","2.588","0.0117","41083"
"1033641","occ","","","123875","Hyla crucifer","species","37471","species not entered","Hyla","genus","37471","Pleistocene","","2.588","0.0117","41083"
"1033642","occ","","","123875","Rana catesbeina","species","37481","species not entered","Rana","genus","37481","Pleistocene","","2.588","0.0117","41083"
"1033643","occ","","","123875","Rana clamitans","species","37481","species not entered","Rana","genus","37481","Pleistocene","","2.588","0.0117","41083"
"1033644","occ","","","123875","Rana pipiens","species","53090","","Rana pipiens","species","53090","Pleistocene","","2.588","0.0117","41083"
"1033645","occ","","","123875","Rana sylvatica","species","37481","species not entered","Rana","genus","37481","Pleistocene","","2.588","0.0117","41083"
"1034066","occ","","","126662","Hyla crucifer","species","37471","species not entered","Hyla","genus","37471","Pleistocene","","2.588","0.0117","41118"
"1034067","occ","","","126663","Hyla femoralis","species","37471","species not entered","Hyla","genus","37471","Pleistocene","","2.588","0.0117","41118"
"1034068","occ","","","126664","Acris crepitans","species","104844","","Acris crepitans","species","104844","Pleistocene","","2.588","0.0117","41118"
"1034069","occ","","","126664","Pseudacris streckeri","species","37473","species not entered","Pseudacris","genus","37473","Pleistocene","","2.588","0.0117","41118"
"1034083","occ","","","126664","Hyla n. sp. holmani","species","37471","species not entered","Hyla","genus","37471","Pleistocene","","2.588","0.0117","41118"
"1034219","occ","","","20302","Bufo americanus","species","133747","","Bufo americanus","species","133747","Irvingtonian","","1.8","0.3","41081"
"1034220","occ","","","20302","Bufo woodhousei","species","110871","","Bufo woodhousei","species","110871","Irvingtonian","","1.8","0.3","41081"
"1034221","occ","","","20302","Hyla crucifer","species","37471","species not entered","Hyla","genus","37471","Irvingtonian","","1.8","0.3","41081"
"1034222","occ","","","20302","Pseudacris triseriata","species","110938","","Pseudacris triseriata","species","110937","Irvingtonian","","1.8","0.3","41081"
"1034223","occ","","","20302","Rana clamitans","species","37481","species not entered","Rana","genus","37481","Irvingtonian","","1.8","0.3","41081"
"1034224","occ","","","20302","Rana sylvatica","species","37481","species not entered","Rana","genus","37481","Irvingtonian","","1.8","0.3","41081"
"1034225","occ","","","20302","Rana pipiens","species","53090","","Rana pipiens","species","53090","Irvingtonian","","1.8","0.3","41081"
"1069470","occ","","","53918","Anura indet.","order","210843","","Anura","order","97112","Late Campanian","Early Maastrichtian","83.5","66","42686"
"1069472","occ","","","132492","Anura indet.","order","210843","","Anura","order","97112","Late Campanian","Early Maastrichtian","83.5","66","42686"
"1071362","occ","","","132949","Anura indet.","order","150288","","Anura","order","97112","Danian","","66","61.6","42813"
"1072618","occ","","","133218","Saltenia ibanezi","species","156615","","Saltenia ibanezi","species","156615","Campanian","","83.6","72.1","42876"
"1072620","occ","","","133219","Saltenia ibanezi","species","156615","","Saltenia ibanezi","species","156615","Campanian","","83.6","72.1","42876"
"1079011","occ","","","134954","Pelophylax sp.","genus","249807","","Pelophylax","genus","249807","Langhian","","15.97","13.82","43315"
"1079012","occ","","","134954","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","Langhian","","15.97","13.82","43315"
"1079013","occ","","","134954","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Langhian","","15.97","13.82","43315"
"1079014","occ","","","134954","Pelobates sp.","genus","37453","","Pelobates","genus","37453","Langhian","","15.97","13.82","43315"
"1079015","occ","","","134954","Bufo cf. viridis","species","94503","","Bufo viridis","species","94503","Langhian","","15.97","13.82","43315"
"1079671","occ","","","88301","Anura indet.","order","150288","","Anura","order","97112","Thanetian","","59.2","56","43330"
"1079820","occ","","","18665","Pseudacris (cf. Pseudacris) ocularis","species","37473","species not entered","Pseudacris","genus","37473","Early Barstovian","","15.97","13.6","43340"
"1080016","occ","","","45726","Anura indet.","order","150288","","Anura","order","97112","Berriasian","","145","139.8","37819"
"1081334","occ","","","55363","Palaeobatrachus ? occidentalis","species","92265","","Palaeobatrachus occidentalis","species","92265","Early Maastrichtian","","70.6","66","43426"
"1081350","occ","","","135739","Anura indet.","order","150288","","Anura","order","97112","Early Maastrichtian","","70.6","66","43426"
"1081370","occ","","","135740","Anura indet.","order","150288","","Anura","order","97112","Early Maastrichtian","","70.6","66","43426"
"1081387","occ","","","135741","Anura indet.","order","150288","","Anura","order","97112","Early Maastrichtian","","70.6","66","43426"
"1081409","occ","","","135743","Anura indet.","order","150288","","Anura","order","97112","Early Maastrichtian","","70.6","66","43426"
"1081417","occ","","","135745","n. gen. Elkobatrachus n. sp. brocki","species","242716","","Elkobatrachus brocki","species","242716","Early Uintan","","46.2","40.4","42424"
"1081422","occ","","","18803","Spea neuter","species","249613","","Spea neuter","species","84028","Early Barstovian","","15.97","13.6","43427"
"1081609","occ","","","79200","Pelobatidae indet.","family","37449","","Pelobatidae","family","37449","Early Eocene","","55.8","48.6","43269"
"1081644","occ","","","135794","Anura indet.","order","150288","","Anura","order","97112","Early Oligocene","","33.9","28.4","43448"
"1081659","occ","","","135802","Anura indet.","order","150288","","Anura","order","97112","Early Oligocene","","33.9","28.4","43448"
"1081724","occ","","","135812","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","Sarmatian","","12.7","11.608","43465"
"1081725","occ","","","135812","Palaeobatrachus cf. hiri","species","37447","species not entered","Palaeobatrachus","genus","37447","Sarmatian","","12.7","11.608","43465"
"1081726","occ","","","135812","Pelobates sp.","genus","37453","","Pelobates","genus","37453","Sarmatian","","12.7","11.608","43465"
"1081727","occ","","","135812","Bufo cf. viridis","species","94503","","Bufo viridis","species","94503","Sarmatian","","12.7","11.608","43465"
"1081728","occ","","","135812","Hyla cf. arborea","species","37471","species not entered","Hyla","genus","37471","Sarmatian","","12.7","11.608","43465"
"1081729","occ","","","135812","Pelophylax sp.","genus","249807","","Pelophylax","genus","249807","Sarmatian","","12.7","11.608","43465"
"1083490","occ","","","136066","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","Early Pliocene","","5.333","3.6","43517"
"1083491","occ","","","136067","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","Early Pliocene","","5.333","3.6","43517"
"1083492","occ","","","136068","Latonia gigantea","species","249806","","Latonia gigantea","species","249806","Early Pliocene","","5.333","3.6","43517"
"1083493","occ","","","136067","Bombina sp.","genus","113813","","Bombina","genus","113813","Early Pliocene","","5.333","3.6","43517"
"1083494","occ","","","136066","Pliobatrachus cf. langhae","species","37448","species not entered","Pliobatrachus","genus","37448","Early Pliocene","","5.333","3.6","43517"
"1083495","occ","","","136066","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Early Pliocene","","5.333","3.6","43517"
"1083496","occ","","","136067","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Early Pliocene","","5.333","3.6","43517"
"1083497","occ","","","136068","Eopelobates sp.","genus","37450","","Eopelobates","genus","37450","Early Pliocene","","5.333","3.6","43517"
"1083498","occ","","","136067","Bufo bufo","species","37465","species not entered","Bufo","genus","37465","Early Pliocene","","5.333","3.6","43517"
"1083499","occ","","","136068","Bufo bufo","species","37465","species not entered","Bufo","genus","37465","Early Pliocene","","5.333","3.6","43517"
"1083500","occ","","","136066","Bufo viridis","species","94503","","Bufo viridis","species","94503","Early Pliocene","","5.333","3.6","43517"
"1083501","occ","","","136067","Bufo viridis","species","94503","","Bufo viridis","species","94503","Early Pliocene","","5.333","3.6","43517"
"1083502","occ","","","136066","Rana sp.","genus","37481","","Rana","genus","37481","Early Pliocene","","5.333","3.6","43517"
"1083503","occ","","","136067","Rana sp.","genus","37481","","Rana","genus","37481","Early Pliocene","","5.333","3.6","43517"
"1083504","occ","","","136068","Rana sp.","genus","37481","","Rana","genus","37481","Early Pliocene","","5.333","3.6","43517"
"1083571","occ","","","49096","cf. Rana sp.","genus","37481","","Rana","genus","37481","Late Pliocene","","3.6","2.588","43523"
"1083636","occ","","","68440","Palaeobatrachidae indet.","family","37445","","Palaeobatrachidae","family","37445","MP 10","","55.8","48.6","43531"
"1083637","occ","","","68440","Pelobatidae indet.","family","37449","","Pelobatidae","family","37449","MP 10","","55.8","48.6","43531"
"1083638","occ","","","68440","Discoglossidae ? indet.","family","37426","","Discoglossidae","family","37426","MP 10","","55.8","48.6","43531"
