"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.txt?datainfo&rowcount&base_name=Serpentes"
"Access Time","Fri 2017-02-03 06:22:43 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Serpentes"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.128"
"Records Found","2575"
"Records Returned","2575"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"288067","occ","","","18397","Ameiseophis robinsoni","species","68127","","Ameiseophis robinsoni","species","68127","Barstovian","","15.97","13.6","7574"
"288068","occ","","","18397","Salvadora paleolineata","species","110880","","Salvadora paleolineata","species","110880","Barstovian","","15.97","13.6","7574"
"288070","occ","18629","","27508","Pterosphenus schucherti","species","65234","","Pterosphenus schucherti","species","65234","Priabonian","","38","33.9","19219"
"288071","occ","","","27508","Pterosphenus schucherti","species","65234","","Pterosphenus schucherti","species","65234","Priabonian","","38","33.9","7576"
"288072","occ","","","27508","n. gen. Huberophis n. sp. georgiensis","species","68091","","Huberophis georgiensis","species","68091","Priabonian","","38","33.9","7576"
"288073","occ","","","27508","Ogmophis n. sp. voorhiesi","species","68092","","Ogmophis voorhiesi","species","68092","Priabonian","","38","33.9","7576"
"288081","occ","10133","","17963","Charina prebottae","species","68098","","Charina prebottae","species","68098","Hemingfordian","","20.43","15.97","7578"
"288082","occ","10134","","17963","Dakotaophis greeni","species","38130","species not entered","Dakotaophis","genus","38130","Hemingfordian","","20.43","15.97","7578"
"288085","occ","","","17963","Salvadora paleolineata","species","110880","","Salvadora paleolineata","species","110880","Hemingfordian","","20.43","15.97","7578"
"288091","occ","","","27509","Ogmophis cf. miocompactus","species","68096","","Ogmophis miocompactus","species","68096","Harrisonian","","24.8","20.43","7578"
"288092","occ","","","27509","Calamagras cf. platyspondyla","species","84029","","Calamagras platyspondyla","species","84029","Harrisonian","","24.8","20.43","7578"
"288093","occ","","","27510","Geringophis n. sp. yatkolae","species","260474","","Geringophis yatkolae","species","260474","Early Miocene","","23.03","15.97","7578"
"288094","occ","","","27510","Ogmophis cf. miocompactus","species","68096","","Ogmophis miocompactus","species","68096","Early Miocene","","23.03","15.97","7578"
"288095","occ","","","27510","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Early Miocene","","23.03","15.97","7578"
"288097","occ","","","18303","Charina prebottae","species","68098","","Charina prebottae","species","68098","Barstovian","","15.97","13.6","1717"
"288098","occ","","","18303","Salvadora sp.","genus","38150","","Salvadora","genus","38150","Barstovian","","15.97","13.6","1717"
"288099","occ","","","18303","Elaphe nebraskensis","species","111001","","Elaphe nebraskensis","species","111001","Barstovian","","15.97","13.6","1717"
"288100","occ","","","18303","Lampropeltis similis","species","178474","","Lampropeltis similis","species","178474","Barstovian","","15.97","13.6","1717"
"288575","occ","","","14489","Serpentes indet.","unranked clade","38069","","Serpentes","unranked clade","38069","Judithian","","83.5","70.6","2988"
"288660","occ","10136","","18450","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Clarendonian","","13.6","10.3","7593"
"288661","occ","10137","","18450","Paleoheterodon sp.","genus","38145","","Paleoheterodon","genus","38145","Clarendonian","","13.6","10.3","7593"
"288662","occ","","","18450","cf. Paleoheterodon sp.","genus","38145","","Paleoheterodon","genus","38145","Clarendonian","","13.6","10.3","3676"
"288663","occ","","","18450","Natrix hillmani","species","155194","recombined as","Nerodia hillmani","species","155194","Clarendonian","","13.6","10.3","3676"
"288664","occ","","","18450","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Clarendonian","","13.6","10.3","3676"
"288665","occ","10138","","18450","Colubridae indet.","family","38127","","Colubridae","family","38127","Clarendonian","","13.6","10.3","7593"
"288666","occ","10139","","18450","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Clarendonian","","13.6","10.3","7593"
"288803","occ","","","18450","n. gen. Tregophis n. sp. brevirachis","species","68099","","Tregophis brevirachis","species","68099","Clarendonian","","13.6","10.3","7593"
"288804","occ","","","18450","Ogmophis n. sp. pliocompactus","species","68097","","Ogmophis pliocompactus","species","68097","Clarendonian","","13.6","10.3","7593"
"288805","occ","","","18450","Elaphe sp.","genus","38134","","Elaphe","genus","38134","Clarendonian","","13.6","10.3","7593"
"288806","occ","","","18450","Lampropeltis similis","species","178474","","Lampropeltis similis","species","178474","Clarendonian","","13.6","10.3","7593"
"288825","occ","","","18450","Texasophis n. sp. wilsoni","species","83953","","Texasophis wilsoni","species","83953","Clarendonian","","13.6","10.3","7595"
"289273","occ","","","19954","Coluber constrictor","species","53099","","Coluber constrictor","species","53099","Blancan","","4.9","1.8","777"
"289274","occ","","","19954","Elaphe guttata","species","155172","","Elaphe guttata","species","155171","Blancan","","4.9","1.8","777"
"289275","occ","","","19954","Elaphe vulpina","species","53100","","Elaphe vulpina","species","110879","Blancan","","4.9","1.8","777"
"289276","occ","","","19954","Lampropeltis calligaster","species","53102","","Lampropeltis calligaster","species","155168","Blancan","","4.9","1.8","777"
"289277","occ","","","19954","Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Blancan","","4.9","1.8","777"
"289278","occ","","","19954","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Blancan","","4.9","1.8","777"
"289279","occ","","","19954","Masticophis flagellum","species","67532","species not entered","Masticophis","genus","67532","Blancan","","4.9","1.8","777"
"289280","occ","","","19954","Rhinocheilus lecontei","species","67538","species not entered","Rhinocheilus","genus","67538","Blancan","","4.9","1.8","777"
"289281","occ","","","19954","Nerodia sp.","genus","38141","","Nerodia","genus","38141","Blancan","","4.9","1.8","777"
"289282","occ","","","19954","Regina grahami","species","67536","species not entered","Regina","genus","67536","Blancan","","4.9","1.8","777"
"289283","occ","","","19954","Thamnophis proximus","species","53084","species not entered","Thamnophis","genus","53084","Blancan","","4.9","1.8","777"
"289284","occ","","","19954","Thamnophis radix","species","53084","species not entered","Thamnophis","genus","53084","Blancan","","4.9","1.8","777"
"289285","occ","","","19954","Thamnophis sirtalis","species","53083","","Thamnophis sirtalis","species","53083","Blancan","","4.9","1.8","777"
"289286","occ","","","19954","Heterodon nasicus","species","155180","","Heterodon nasicus","species","155180","Blancan","","4.9","1.8","777"
"289287","occ","","","19954","Heterodon platyrhinos","species","155176","","Heterodon platyrhinos","species","155175","Blancan","","4.9","1.8","777"
"289288","occ","","","19954","Agkistrodon cf. contortix","species","53086","species not entered","Agkistrodon","genus","53086","Blancan","","4.9","1.8","777"
"289289","occ","","","19954","Crotalus horridus","species","53104","","Crotalus horridus","species","53104","Blancan","","4.9","1.8","777"
"289290","occ","","","19954","Sistrurus catenatus","species","113770","species not entered","Sistrurus","genus","113770","Blancan","","4.9","1.8","777"
"289307","occ","","","27572","Elaphe guttata","species","155172","","Elaphe guttata","species","155171","Blancan","","4.9","1.8","777"
"289308","occ","","","27572","Nerodia rhombifera","species","38141","species not entered","Nerodia","genus","38141","Blancan","","4.9","1.8","777"
"289309","occ","","","27572","Nerodia sp.","genus","38141","","Nerodia","genus","38141","Blancan","","4.9","1.8","777"
"289310","occ","","","27572","Regina grahami","species","67536","species not entered","Regina","genus","67536","Blancan","","4.9","1.8","777"
"289311","occ","","","27572","Thamnophis proximus","species","53084","species not entered","Thamnophis","genus","53084","Blancan","","4.9","1.8","777"
"289312","occ","","","27572","Thamnophis radix","species","53084","species not entered","Thamnophis","genus","53084","Blancan","","4.9","1.8","777"
"289313","occ","","","27572","Thamnophis sirtalis","species","53083","","Thamnophis sirtalis","species","53083","Blancan","","4.9","1.8","777"
"289314","occ","","","27572","Agkistrodon cf. contortix","species","53086","species not entered","Agkistrodon","genus","53086","Blancan","","4.9","1.8","777"
"289315","occ","","","27572","Crotalus horridus","species","53104","","Crotalus horridus","species","53104","Blancan","","4.9","1.8","777"
"289338","occ","","","18646","Calamagras weigeli","species","68036","","Calamagras weigeli","species","68036","Barstovian","","15.97","13.6","713"
"289339","occ","","","18646","Elaphe nebraskensis","species","111001","","Elaphe nebraskensis","species","111001","Barstovian","","15.97","13.6","713"
"289340","occ","","","18646","Neonatrix elongata","species","110881","","Neonatrix elongata","species","110881","Barstovian","","15.97","13.6","713"
"289346","occ","","","18665","Ogmophis miocompactus","species","68096","","Ogmophis miocompactus","species","68096","Early Barstovian","","15.97","13.6","713"
"289347","occ","","","18665","Dakotaophis greeni","species","38130","species not entered","Dakotaophis","genus","38130","Early Barstovian","","15.97","13.6","713"
"289348","occ","","","18665","Salvadora paleolineata","species","110880","","Salvadora paleolineata","species","110880","Early Barstovian","","15.97","13.6","713"
"289349","occ","","","18665","Viperidae indet.","family","38156","","Viperidae","family","38156","Early Barstovian","","15.97","13.6","713"
"289354","occ","","","18664","Salvadora paleolineata","species","110880","","Salvadora paleolineata","species","110880","Miocene","","23.03","5.333","713"
"289355","occ","","","18664","Elaphe nebraskensis","species","111001","","Elaphe nebraskensis","species","111001","Miocene","","23.03","5.333","713"
"289356","occ","","","18664","n. gen. Texasophis n. sp. fossilis","species","83952","","Texasophis fossilis","species","83952","Miocene","","23.03","5.333","713"
"289357","occ","","","18664","Neonatrix elongata","species","110881","","Neonatrix elongata","species","110881","Miocene","","23.03","5.333","713"
"289361","occ","","","27575","Boinae indet.","subfamily","53184","","Boinae","subfamily","53184","Barstovian","","15.97","13.6","713"
"289367","occ","","","18141","Charina prebottae","species","68098","","Charina prebottae","species","68098","Barstovian","","15.97","13.6","705"
"289368","occ","","","18141","n. gen. Neonatrix n. sp. elongata","species","110881","","Neonatrix elongata","species","110881","Barstovian","","15.97","13.6","705"
"289369","occ","","","18141","n. gen. Nebraskophis n. sp. skinneri","species","111007","","Nebraskophis skinneri","species","111007","Barstovian","","15.97","13.6","705"
"289370","occ","","","18141","Salvadora n. sp. paleolineata","species","110880","","Salvadora paleolineata","species","110880","Barstovian","","15.97","13.6","705"
"289371","occ","","","18141","Elaphe nebraskensis","species","111001","","Elaphe nebraskensis","species","111001","Barstovian","","15.97","13.6","705"
"289372","occ","","","18141","Paleoheterodon tiheni","species","111000","","Paleoheterodon tiheni","species","111000","Barstovian","","15.97","13.6","705"
"289576","occ","","","18538","Natricinae indet.","subfamily","53081","","Natricinae","subfamily","53081","Early Barstovian","","15.97","13.6","1145"
"289577","occ","","","18538","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Early Barstovian","","15.97","13.6","1145"
"289809","occ","","","16542","Pterosphenus schucherti","species","65234","","Pterosphenus schucherti","species","65234","Late Uintan","","46.2","40.4","702"
"289828","occ","","","16549","Pterosphenus schucherti","species","65234","","Pterosphenus schucherti","species","65234","Priabonian","","38","33.9","701"
"289841","occ","","","18198","Charina prebottae","species","68098","","Charina prebottae","species","68098","Hemphillian","","10.3","4.9","7601"
"289842","occ","","","18198","Paleoheterodon tiheni","species","111000","","Paleoheterodon tiheni","species","111000","Hemphillian","","10.3","4.9","7601"
"289843","occ","","","18198","n. gen. Miocoluber n. sp. dalquesti","species","68538","","Miocoluber dalquesti","species","68538","Hemphillian","","10.3","4.9","7601"
"289844","occ","","","18198","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Hemphillian","","10.3","4.9","7601"
"289845","occ","","","18198","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Hemphillian","","10.3","4.9","7601"
"289846","occ","","","18225","Charina prebottae","species","68098","","Charina prebottae","species","68098","Hemphillian","","10.3","4.9","7602"
"289847","occ","","","18225","Lichanura sp.","genus","72124","","Lichanura","genus","72124","Hemphillian","","10.3","4.9","7602"
"289848","occ","","","18225","Arizona n. sp. voorhiesi","species","155166","","Arizona voorhiesi","species","155166","Hemphillian","","10.3","4.9","7602"
"289849","occ","","","18225","Nebraskophis skinneri","species","111007","","Nebraskophis skinneri","species","111007","Hemphillian","","10.3","4.9","7602"
"289850","occ","","","18225","Paracoluber cf. storeri","species","68486","","Paracoluber storeri","species","68486","Hemphillian","","10.3","4.9","7602"
"289851","occ","","","18225","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Hemphillian","","10.3","4.9","7602"
"289852","occ","","","18225","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Hemphillian","","10.3","4.9","7602"
"289853","occ","","","18225","Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Hemphillian","","10.3","4.9","7602"
"289854","occ","","","18225","Salvadora paleolineata","species","110880","","Salvadora paleolineata","species","110880","Hemphillian","","10.3","4.9","7602"
"289855","occ","","","18225","Elaphe nebraskensis","species","111001","","Elaphe nebraskensis","species","111001","Hemphillian","","10.3","4.9","7602"
"289856","occ","","","18225","Neonatrix elongata","species","110881","","Neonatrix elongata","species","110881","Hemphillian","","10.3","4.9","7602"
"289857","occ","","","18225","Nerodia sp.","genus","38141","","Nerodia","genus","38141","Hemphillian","","10.3","4.9","7602"
"289858","occ","","","18225","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Hemphillian","","10.3","4.9","7602"
"289859","occ","","","18225","Paleoheterodon tiheni","species","111000","","Paleoheterodon tiheni","species","111000","Hemphillian","","10.3","4.9","7602"
"289860","occ","","","18225","Heterodon cf. platyrhinos","species","155176","","Heterodon platyrhinos","species","155175","Hemphillian","","10.3","4.9","7602"
"289861","occ","","","18225","Agkistrodon sp.","genus","53086","","Agkistrodon","genus","53086","Hemphillian","","10.3","4.9","7602"
"289862","occ","","","18225","Crotalus cf. horridus","species","53104","","Crotalus horridus","species","53104","Hemphillian","","10.3","4.9","7602"
"289863","occ","","","18359","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Late Hemphillian","","10.3","4.9","7602"
"289864","occ","","","18359","Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Late Hemphillian","","10.3","4.9","7602"
"289865","occ","","","18359","Elaphe obsoleta","species","155170","","Elaphe obsoleta","species","155169","Late Hemphillian","","10.3","4.9","7602"
"289866","occ","","","18359","Pituophis melanoleucus","species","155174","","Pituophis melanoleucus","species","155173","Late Hemphillian","","10.3","4.9","7602"
"289867","occ","","","18359","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Late Hemphillian","","10.3","4.9","7602"
"289868","occ","","","18359","Heterodon sp.","genus","38135","","Heterodon","genus","38135","Late Hemphillian","","10.3","4.9","7602"
"289869","occ","","","18359","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Late Hemphillian","","10.3","4.9","7602"
"289870","occ","","","18126","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Late Hemphillian","","10.3","4.9","7602"
"289871","occ","","","18126","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Late Hemphillian","","10.3","4.9","7602"
"289872","occ","","","18126","Lampropeltis getulus","species","110828","","Lampropeltis getulus","species","110827","Late Hemphillian","","10.3","4.9","7602"
"289873","occ","","","18126","Elaphe obsoleta","species","155170","","Elaphe obsoleta","species","155169","Late Hemphillian","","10.3","4.9","7602"
"289874","occ","","","18126","Elaphe cf. guttata","species","155172","","Elaphe guttata","species","155171","Late Hemphillian","","10.3","4.9","7602"
"289875","occ","","","18126","Pituophis melanoleucus","species","155174","","Pituophis melanoleucus","species","155173","Late Hemphillian","","10.3","4.9","7602"
"289876","occ","","","18126","Thamnophis sp.","genus","53084","","Thamnophis","genus","53084","Late Hemphillian","","10.3","4.9","7602"
"289877","occ","","","18126","Crotalus sp.","genus","38159","","Crotalus","genus","38159","Late Hemphillian","","10.3","4.9","7602"
"289878","occ","","","18247","Colubrinae indet.","subfamily","53080","","Colubrinae","subfamily","53080","Late Hemphillian","","10.3","4.9","7602"
"289879","occ","","","18247","Lampropeltis triangulum","species","53103","","Lampropeltis triangulum","species","53103","Late Hemphillian","","10.3","4.9","7602"
"289880","occ","","","18247","Elaphe cf. guttata","species","155172","","Elaphe guttata","species","155171","Late Hemphillian","","10.3","4.9","7602"
"289881","occ","","","18247","Pituophis melanoleucus","species","155174","","Pituophis melanoleucus","species","155173","Late Hemphillian","","10.3","4.9","7602"
"289882","occ","","","18247","Nerodia sp.","genus","38141","","Nerodia","genus","38141","Late Hemphillian","","10.3","4.9","7602"
